time,gt_x,gt_y,gt_z,slam_x,slam_y,slam_z,err_x,err_y,err_z,position_error_norm,dvl_matched,dvl_time_diff,dvl_residual_x,dvl_residual_y,dvl_residual_z,yaw_error,depth_residual,mag_residual,mag_matched,mag_time_diff,mag_yaw_measured,sonar_up_matched,sonar_down_matched,sonar_left_matched,sonar_right_matched,sonar_up_residual,sonar_down_residual,sonar_left_residual,sonar_right_residual,sonar_up_range,sonar_down_range,sonar_left_range,sonar_right_range
19.75,3.944,-0.217742,0.0353225,3.91087,-0.274046,0.0109105,-0.0331266,-0.056304,-0.024412,0.06973849573628614,1,0.03,-0.0234143,0.000818332,-0.0176291,0.000664375,,-0.00293321,1,0.01,0.18739,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.996,-0.228241,0.027624,3.9598,-0.27442,0.019097,-0.0362011,-0.0461791,-0.00852704,0.05929367022863065,1,0.08,-0.00537153,-0.0261168,0.0114558,0.00149726,,-0.0165724,1,0.02,0.199232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.25,4.044,-0.237388,0.0204793,4.0107,-0.281383,0.0555595,-0.0332989,-0.0439951,0.0350802,0.06538353001528749,1,0.03,-0.0069155,0.00753171,-0.00352007,0.00257555,,-0.0298182,1,0.01,0.211055,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,4.096,-0.246683,0.0127087,4.06619,-0.290254,0.00892008,-0.0298114,-0.0435708,-0.00378861,0.05292908225476897,1,0.08,-0.0230713,0.0126019,0.010391,0.00283933,,-0.00321213,1,0.02,0.183354,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.75,4.144,-0.254675,0.00551758,4.1191,-0.300032,-0.018665,-0.0249025,-0.0453574,-0.0241825,0.05711586073289975,1,0.03,-0.00753148,0.015307,0.0382213,0.00323574,,-0.0127808,1,0.01,0.190752,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,4.196,-0.262673,-0.00228145,4.17579,-0.318175,-0.000760446,-0.0202127,-0.0555019,0.001521,0.05908745709454757,1,0.08,-0.0140967,0.0481886,0.0144143,0.00369863,,-0.0113897,1,0.02,0.187354,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.25,4.244,-0.269429,-0.00947855,4.22606,-0.330822,-0.0136957,-0.0179399,-0.0613934,-0.00421713,0.06409971732392351,1,0.03,0.00465851,0.0196225,-0.00814173,0.00364581,,-0.000988046,1,0.01,0.174806,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,4.296,-0.27605,-0.0172621,4.28055,-0.333263,-0.0293797,-0.0154483,-0.0572134,-0.0121176,0.06048850586855324,1,0.08,-0.0152042,-0.0101649,-0.00848845,0.00432847,,-0.0138882,1,0.02,0.185042,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.75,4.344,-0.281503,-0.0244248,4.33239,-0.339907,-0.0215132,-0.0116148,-0.0584045,0.00291152,0.059619343740101666,1,0.03,-0.00613185,0.000598916,-0.0392592,0.00372766,,0.0154724,1,0.01,0.153489,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,4.396,-0.286681,-0.0321491,4.38013,-0.345712,-0.0253779,-0.0158736,-0.0590318,0.00677126,0.061502638562809644,1,0.08,0.0107601,-0.00140793,-0.0096137,0.00342869,,0.0121715,1,0.02,0.153405,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.25,4.444,-0.290776,-0.039237,4.42857,-0.344218,-0.0346611,-0.0154278,-0.0534427,0.00457589,0.055812883507503,1,0.03,0.00542381,-0.0195725,0.0132117,0.00350526,,-0.00242125,1,0.01,0.164644,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,4.496,-0.294459,-0.0468588,4.48295,-0.346487,-0.0582914,-0.0130544,-0.0520278,-0.0114326,0.054845361471686914,1,0.08,-0.0154961,0.000744731,-0.00751081,0.00354027,,0.00543138,1,0.02,0.153875,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.75,4.544,-0.297156,-0.053832,4.53671,-0.351082,-0.0473085,-0.00729268,-0.0539266,0.00652349,0.05480709161160169,1,0.03,-0.00899669,0.0129458,0.000363392,0.00350173,,-0.00179307,1,0.01,0.157793,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,4.596,-0.299307,-0.0613083,4.58975,-0.352787,-0.0529277,-0.00624733,-0.0534796,0.00838062,0.05449157310881473,1,0.08,-0.00812862,0.00661311,-0.0403537,0.00388977,,-0.00519048,1,0.02,0.158037,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.25,4.644,-0.300578,-0.0681278,4.64187,-0.344563,-0.0621051,-0.00212989,-0.0439851,0.00602268,0.04444657610890292,1,0.03,-0.00615258,-0.0271713,0.00694361,0.00396149,,-0.00111154,1,0.01,0.150862,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,4.692,-0.30116,-0.0748597,4.69517,-0.342606,-0.0934849,0.0031718,-0.0414464,-0.0186251,0.04554951962655589,1,0.08,-0.00718493,-0.00145951,0.00255696,0.00356083,,0.00917557,1,0.02,0.137242,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.75,4.744,-0.30101,-0.0820438,4.73847,-0.347904,-0.0579844,-0.00553442,-0.0468946,0.0240595,0.052996158862189245,1,0.03,0.0345316,0.0230949,0.0249702,0.00366702,,0.000736803,1,0.01,0.14194,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,4.796,-0.300049,-0.0891041,4.79101,-0.352191,-0.0528355,-0.00499386,-0.0521412,0.0362686,0.06371071119599592,1,0.08,-0.00374054,0.0292448,-0.0284252,0.00416672,,-0.0100024,1,0.02,0.148987,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.25,4.844,-0.298446,-0.095502,4.84044,-0.353676,-0.0627464,-0.00356347,-0.0552302,0.0327556,0.0643117613025868,1,0.03,0.00754774,0.0136408,0.0204536,0.00395134,,0.00335102,1,0.01,0.132254,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,4.896,-0.295936,-0.102294,4.8826,-0.359502,-0.0736198,-0.0134006,-0.0635659,0.0286743,0.07100996552357984,1,0.08,0.0317306,0.0253082,-0.00688346,0.00384559,,0.00692552,1,0.02,0.124793,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.75,4.944,-0.292912,-0.108427,4.93688,-0.360458,-0.117677,-0.00711733,-0.0675465,-0.00925021,0.06854744658718515,1,0.03,-0.0171147,0.0139329,-0.01279,0.0036341,,0.00288951,1,0.01,0.124659,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,4.996,-0.288877,-0.114912,4.96851,-0.371346,-0.105316,-0.0274869,-0.0824689,0.00959584,0.0874570139218439,1,0.08,0.0667416,0.0351168,-0.016863,0.00320012,,0.0154019,1,0.02,0.108139,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.25,5.044,-0.284463,-0.120745,5.01875,-0.368845,-0.126591,-0.0252453,-0.0843821,-0.00584608,0.08827140320549119,1,0.03,-0.0121775,-0.00302926,-0.00147101,0.00296619,,0.00517661,1,0.01,0.113748,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,5.096,-0.278944,-0.126888,5.06548,-0.370622,-0.117283,-0.0305156,-0.0916772,0.00960436,0.09709868471925662,1,0.08,0.00145877,0.0139393,-0.0183429,0.00311546,,0.000918049,1,0.02,0.113791,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.75,5.144,-0.273184,-0.132388,5.116,-0.351136,-0.108176,-0.0279953,-0.0779524,0.0242113,0.08629310827372022,1,0.03,-0.0199531,-0.0567842,0.00837476,0.00311411,,-0.000833092,1,0.01,0.111304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,5.196,-0.266236,-0.138153,5.17055,-0.339485,-0.119314,-0.0254496,-0.0732491,0.0188395,0.07979999718809519,1,0.08,-0.0288289,-0.014649,0.0197004,0.00391487,,-0.0179864,1,0.02,0.124393,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.25,5.244,-0.259187,-0.14329,5.22658,-0.335231,-0.127772,-0.0174178,-0.0760443,0.0155177,0.0795419029984825,1,0.03,-0.0302757,0.00963061,-0.00167591,0.00352975,,0.00894334,1,0.01,0.0937884,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,5.296,-0.25088,-0.148645,5.27272,-0.3257,-0.149598,-0.0232793,-0.0748203,-0.00095315,0.07836396873246339,1,0.08,0.00440291,-0.00470574,-0.0500188,0.00426169,,-0.0173414,1,0.02,0.115492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.75,5.344,-0.242613,-0.153389,5.326,-0.307595,-0.106367,-0.0179958,-0.0649827,0.0470221,0.08220509719804484,1,0.03,-0.0252157,-0.0329852,-0.00191689,0.00395704,,0.00878374,1,0.01,0.0854876,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,5.396,-0.233029,-0.158305,5.37123,-0.29964,-0.175806,-0.0247684,-0.0666108,-0.0175013,0.07318994341362753,1,0.08,0.0120528,0.00980584,0.0375167,0.00410523,,0.000720855,1,0.02,0.0889013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.25,5.444,-0.223626,-0.16263,5.42241,-0.284936,-0.193658,-0.0215863,-0.06131,-0.0310284,0.07202531537070839,1,0.03,-0.0159575,-0.0152668,-0.0190835,0.00341332,,0.0204805,1,0.01,0.0645964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,5.496,-0.212862,-0.167078,5.48054,-0.277326,-0.153692,-0.0154555,-0.0644641,0.0133859,0.06762895081154223,1,0.08,-0.0354949,0.018797,-0.028179,0.00344422,,0.00589513,1,0.02,0.0740648,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.75,5.544,-0.202417,-0.17096,5.52667,-0.271935,-0.173804,-0.0173281,-0.0695174,-0.00284495,0.07170094624809703,1,0.03,0.0139354,0.0244128,0.0552792,0.00287783,,0.0116777,1,0.01,0.0634486,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,5.596,-0.19058,-0.174915,5.57455,-0.256906,-0.170718,-0.0214475,-0.0663264,0.00419699,0.0698340985355299,1,0.08,0.000659557,-0.00725696,-0.0125673,0.00332417,,-0.00724107,1,0.02,0.0773491,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.25,5.644,-0.179198,-0.178331,5.61483,-0.246531,-0.165215,-0.029168,-0.0673331,0.0131165,0.07454234468984726,1,0.03,0.0283569,0.0121777,-0.026674,0.00366572,,-0.0183284,1,0.01,0.0839633,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,5.696,-0.166406,-0.181772,5.66682,-0.231148,-0.1937,-0.0291763,-0.0647423,-0.0119278,0.07200759893108505,1,0.08,-0.0197278,-0.0080639,0.00713883,0.00361521,,0.0115491,1,0.02,0.0498574,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.75,5.744,-0.1542,-0.184704,5.7157,-0.22978,-0.182591,-0.0283031,-0.0755797,0.0021127,0.08073301693229357,1,0.03,-0.00360226,0.0457376,0.0129434,0.00349846,,-0.00317918,1,0.01,0.0595401,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,5.796,-0.140581,-0.187611,5.76028,-0.218487,-0.212553,-0.0357195,-0.0779061,-0.0249425,0.0892601333390781,1,0.08,0.00758124,6.347e-05,-0.0105322,0.00304331,,0.0233882,1,0.02,0.0281439,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.25,5.844,-0.127674,-0.190041,5.80813,-0.202615,-0.177046,-0.0358712,-0.0749411,0.0129954,0.08409394674891885,1,0.03,-0.00588143,-0.0133188,0.0119909,0.00228441,,0.022795,1,0.01,0.0232686,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.5,5.896,-0.113363,-0.192397,5.86479,-0.188639,-0.190295,-0.031206,-0.0752762,0.00210278,0.081515289401243,1,0.08,-0.0371395,-0.00298419,-0.0342997,0.00199135,,0.0198458,1,0.02,0.020766,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.75,5.944,-0.0998832,-0.194314,5.92202,-0.173471,-0.17566,-0.0219789,-0.0735875,0.0186534,0.0790325346488394,1,0.03,-0.0325088,0.00192851,0.0121588,0.00196075,,-0.00599066,1,0.01,0.0411602,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5.996,-0.0850246,-0.196106,5.97794,-0.162445,-0.200866,-0.0180629,-0.0774207,-0.00475977,0.07964225358032569,1,0.08,-0.0242674,0.0156035,0.0146877,0.00217001,,0.00192548,1,0.02,0.0285376,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.25,6.044,-0.071107,-0.197497,6.02701,-0.151502,-0.159283,-0.0169887,-0.0803955,0.0382135,0.09062187335400873,1,0.03,0.00127327,0.0066775,-0.0251454,0.00138555,,0.0225932,1,0.01,0.00286116,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.5,6.096,-0.0558487,-0.198715,6.08861,-0.136862,-0.198575,-0.00739283,-0.0810134,0.000140395,0.08135013599082011,1,0.08,-0.0425919,0.00307083,0.0108265,0.00182056,,-0.010417,1,0.02,0.0302757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.75,6.144,-0.0416322,-0.199573,6.13856,-0.122165,-0.204837,-0.00543665,-0.0805323,-0.00526367,0.0808870492006069,1,0.03,0.00480244,-0.0057822,-0.00456758,0.00101965,,0.0247698,1,0.01,-0.0096086,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,6.196,-0.0261268,-0.200211,6.1882,-0.108315,-0.20232,-0.00779963,-0.0821877,-0.0021091,0.08258390013941519,1,0.08,0.00506794,0.0014405,-0.0143258,0.00118341,,0.00193761,1,0.02,0.00761734,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.25,6.244,-0.0117534,-0.20053,6.23359,-0.0917684,-0.212771,-0.0104103,-0.080015,-0.0122408,0.08161257106432808,1,0.03,0.0199154,-0.0106833,-0.00882535,0.000450629,,0.0208714,1,0.01,-0.016386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,6.296,0.00384417,-0.200584,6.27897,-0.0836113,-0.188301,-0.017031,-0.0874554,0.0122828,0.08994092019764974,1,0.08,0.0171034,0.0220257,0.0228824,7.52581e-05,,0.0213817,1,0.02,-0.0224308,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.75,6.344,0.0182308,-0.200364,6.3292,-0.0684611,-0.243491,-0.0147973,-0.0866919,-0.043127,0.09795092517123051,1,0.03,-0.0033188,0.00163181,0.00565381,0.000152339,,-0.0112282,1,0.01,0.00462293,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,6.396,0.0337648,-0.199833,6.37659,-0.0556113,-0.218493,-0.0194106,-0.0893761,-0.0186603,0.0933438023634135,1,0.08,0.00643304,0.00284692,-0.0070073,3.66847e-06,,0.0135726,1,0.02,-0.0249076,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.25,6.444,0.0480209,-0.199074,6.43546,-0.050669,-0.194213,-0.00854062,-0.0986899,0.00486116,0.0991779684634647,1,0.03,-0.0363073,0.0310522,-0.0108754,-0.000395057,,0.00551861,1,0.01,-0.0221938,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,6.496,0.063336,-0.197962,6.48466,-0.0319795,-0.221345,-0.0113424,-0.0953155,-0.0233838,0.0987952260002982,1,0.08,0.00321644,-0.0162209,-0.00859594,0.000165334,,-0.0134428,1,0.02,-0.00837433,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.75,6.544,0.0773191,-0.196668,6.53269,-0.0239856,-0.172608,-0.0113081,-0.101305,0.02406,0.10473518869324674,1,0.03,0.00588382,0.0202395,-0.00993583,-9.79388e-05,,0.00123948,1,0.01,-0.0277077,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,6.596,0.0922624,-0.194981,6.58654,-0.00759063,-0.22368,-0.00945806,-0.099853,-0.0286997,0.10432520926436524,1,0.08,-0.0154284,-0.0111694,0.00863175,0.000227089,,-0.00602333,1,0.02,-0.0254409,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.25,6.644,0.105833,-0.19316,6.63812,0.00967247,-0.175203,-0.00587522,-0.0961604,0.0179569,0.0979989336463331,1,0.03,-0.00516776,-0.0124818,0.0304876,8.90784e-05,,-0.000843634,1,0.01,-0.0353717,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,6.696,0.120255,-0.190907,6.69776,0.0200055,-0.18173,0.00176301,-0.10025,0.00917693,0.1006845904221942,1,0.08,-0.0319799,0.00965397,-0.0271385,0.00027129,,-0.000306059,1,0.02,-0.0407827,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.75,6.744,0.133277,-0.18857,6.74772,0.0330799,-0.175618,0.00371857,-0.100197,0.0129518,0.10109903904135241,1,0.03,0.00792409,-0.00166365,0.0143967,-0.000199937,,0.0115545,1,0.01,-0.0575476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,6.796,0.147034,-0.185763,6.7957,0.0483405,-0.191355,-0.000296087,-0.0986935,-0.00559249,0.09885226630766576,1,0.08,0.0149966,-0.00889728,-0.0135227,-1.25075e-05,,0.000150702,1,0.02,-0.0512791,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.25,6.844,0.159378,-0.182922,6.8532,0.0648652,-0.174898,0.00919626,-0.0945126,0.00802427,0.09529738540894236,1,0.03,-0.0180902,-0.0175594,-0.026167,-0.000389067,,0.00712004,1,0.01,-0.0630617,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.5,6.896,0.172332,-0.179578,6.90183,0.0754011,-0.204402,0.00583397,-0.0969308,-0.0248235,0.10022884488434904,1,0.08,0.0146419,0.00326964,0.00250444,-0.000747978,,0.0238532,1,0.02,-0.0847575,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.75,6.944,0.183874,-0.17625,6.95548,0.0906459,-0.162259,0.0114786,-0.093228,0.0139904,0.09496815010370584,1,0.03,-0.00478954,-0.010344,0.0139908,-0.000912343,,-0.00250934,1,0.01,-0.0637189,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,6.996,0.195896,-0.172387,7.00025,0.107635,-0.15371,0.00424926,-0.0882607,0.018677,0.09031521302658595,1,0.08,0.0283594,-0.0183038,0.0153633,-0.00105189,,0.0148881,1,0.02,-0.0857742,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.25,7.044,0.206521,-0.168589,7.05033,0.118445,-0.149034,0.00632799,-0.0880764,0.0195554,0.09044285136792238,1,0.03,0.0073211,0.00416296,-0.0419222,-0.00123373,,-0.00499319,1,0.01,-0.0709889,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,7.096,0.217491,-0.16423,7.10341,0.130832,-0.148995,0.00740868,-0.0866585,0.0152354,0.08829893303292174,1,0.08,-0.00218871,-0.00366924,-0.00706926,-0.00084916,,-0.00805224,1,0.02,-0.0724095,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.75,7.144,0.227093,-0.159985,7.16033,0.144185,-0.171836,0.0163289,-0.0829077,-0.011851,0.08532740412962297,1,0.03,-0.0182721,-0.00499023,0.0576954,-0.000620338,,-0.0190769,1,0.01,-0.0657794,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,7.196,0.2369,-0.155153,7.21176,0.152562,-0.118453,0.0157587,-0.0843382,0.0367003,0.09331763298016083,1,0.08,0.00625719,0.00474374,-0.0239702,-0.000598874,,0.00990341,1,0.02,-0.0987895,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.25,7.244,0.245383,-0.150484,7.25326,0.156499,-0.181652,0.00926148,-0.088884,-0.0311677,0.09464441870010297,1,0.03,0.0395416,0.0237027,0.00159697,-0.000712022,,-0.00118212,1,0.01,-0.0923723,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.5,7.296,0.253931,-0.145207,7.30614,0.166955,-0.166604,0.0101432,-0.0869755,-0.021397,0.09014129861217886,1,0.08,-0.0017294,-0.00855408,-0.0058791,-0.000454335,,-0.00248288,1,0.02,-0.0953811,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.75,7.344,0.26121,-0.14014,7.35325,0.171398,-0.0952407,0.00924572,-0.0898113,0.0448998,0.10083424510575958,1,0.03,0.0170972,0.0117327,-0.00226411,-0.000721144,,0.00397805,1,0.01,-0.106149,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,7.396,0.268412,-0.134448,7.40508,0.183125,-0.146828,0.00908457,-0.0852873,-0.0123801,0.08665863966959612,1,0.08,0.00221322,-0.0162626,-0.0218606,-0.000349887,,-0.0100862,1,0.02,-0.0964492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.25,7.444,0.274415,-0.129012,7.45141,0.183475,-0.130975,0.00740641,-0.0909399,-0.00196234,0.09126210111198241,1,0.03,0.0168004,0.0238345,0.0024872,-0.000311276,,-0.00824067,1,0.01,-0.102282,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,7.496,0.2802,-0.122936,7.51196,0.191375,-0.127665,0.015964,-0.0888253,-0.00472892,0.09037226289330372,1,0.08,-0.0303278,-0.0157059,0.00232275,-0.000232947,,0.00357052,1,0.02,-0.118012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.75,7.544,0.284866,-0.117162,7.55863,0.195525,-0.112233,0.0146279,-0.0893403,0.00492915,0.09066400157847931,1,0.03,0.0198722,0.000696531,0.0293186,-0.000501624,,0.0070103,1,0.01,-0.12559,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,7.596,0.289176,-0.110737,7.60596,0.201415,-0.111099,0.00995635,-0.0877611,-0.000362265,0.08832480294041263,1,0.08,0.0153856,-0.00831116,0.0374148,-0.000482465,,0.00909731,1,0.02,-0.13176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.25,7.644,0.292458,-0.104657,7.66634,0.202899,-0.107872,0.0223401,-0.0895591,-0.0032148,0.09235933845507989,1,0.03,-0.0308957,0.000972224,-0.012914,-0.000684914,,0.0027688,1,0.01,-0.129508,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.5,7.696,0.29525,-0.0979185,7.71095,0.201551,-0.111289,0.014948,-0.0936997,-0.0133706,0.09582196735848206,1,0.08,0.0266656,0.0173247,0.0168095,-0.000363606,,-0.00601579,1,0.02,-0.124625,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.75,7.744,0.297117,-0.0915667,7.75701,0.201275,-0.109883,0.0130148,-0.0958419,-0.0183162,0.09844053025603833,1,0.03,0.0213487,0.00639758,0.00836367,-0.000588945,,0.00374281,1,0.01,-0.138,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,7.796,0.298363,-0.0845528,7.81127,0.20875,-0.106858,0.0152724,-0.0896131,-0.0223048,0.09360159184762831,1,0.08,-0.00506346,-0.0314581,0.0272941,-0.000876344,,0.0198396,1,0.02,-0.157828,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.25,7.844,0.298795,-0.0779649,7.86729,0.206842,-0.0583314,0.023295,-0.0919522,0.0196335,0.09686763356297086,1,0.03,-0.0119716,0.00585189,-0.00844143,-0.00128562,,0.0094417,1,0.01,-0.15152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.5,7.896,0.298482,-0.0707151,7.91083,0.206509,-0.0576946,0.0148285,-0.0919729,0.0130205,0.09406610530318557,1,0.08,0.0313487,0.00578959,0.0325045,-0.00106246,,-0.00500143,1,0.02,-0.14082,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.75,7.944,0.297475,-0.063928,7.96009,0.208499,-0.0678762,0.0160867,-0.0889757,-0.00394816,0.0905043925716625,1,0.03,0.00930011,-0.00932328,0.0415508,-0.00118444,,-0.00318794,1,0.01,-0.145974,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,7.996,0.295607,-0.0564831,8.00991,0.202351,-0.034274,0.0139126,-0.0932568,0.0222091,0.09686916592915415,1,0.08,0.00255431,0.0152084,0.0384413,-0.00125959,,0.00942202,1,0.02,-0.161859,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.25,8.044,0.293171,-0.0495352,8.06509,0.200816,-0.0621963,0.0210858,-0.0923556,-0.0126612,0.09557444113590201,1,0.03,-0.0130684,-0.00530138,0.0201885,-0.00139619,,-0.00221338,1,0.01,-0.153675,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5,8.096,0.289767,-0.0419369,8.11654,0.204378,-0.0614385,0.0205403,-0.0853893,-0.0195015,0.0899641316349466,1,0.08,0.00547791,-0.0220389,0.000480578,-0.00116003,,-0.00584092,1,0.02,-0.153131,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.75,8.144,0.285926,-0.0348671,8.16596,0.198903,-0.0666634,0.0219644,-0.0870229,-0.0317962,0.09521774165674167,1,0.03,0.00996603,0.00914813,-0.0169737,-0.00143746,,0.00773475,1,0.01,-0.169634,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,8.196,0.281019,-0.0271584,8.22075,0.198699,-0.0309834,0.0247476,-0.0823202,-0.00382503,0.08604469703764955,1,0.08,-0.00653081,-0.0179741,0.00514329,-0.00159834,,0.0133764,1,0.02,-0.178344,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.25,8.244,0.275812,-0.0200065,8.27733,0.189442,-0.0191319,0.0333261,-0.0863699,0.000874537,0.09258052377354736,1,0.03,-0.0178201,0.0164939,0.0259419,-0.0016618,,-0.00267646,1,0.01,-0.165415,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
